epoch,accuracy,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,loss,lr,val_accuracy,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_loss
0,0.4209270477294922,0.20557180047035217,0.2541666328907013,0.3364246189594269,0.5992825031280518,0.5071561932563782,1.429529070854187,0.000100000005,0.2835116386413574,0.3381619155406952,0.1587742269039154,0.24371862411499023,0.06498206406831741,0.3422274589538574,1.4531126022338867
1,0.5152261853218079,0.31754523515701294,0.4922870397567749,0.37333032488822937,0.6504372358322144,0.632716715335846,1.2517119646072388,0.000100000005,0.35032549500465393,0.4396466910839081,0.13851398229599,0.2675005793571472,0.08667634427547455,0.3912353813648224,1.3602498769760132
2,0.5482616424560547,0.363576203584671,0.547239363193512,0.40875983238220215,0.6772960424423218,0.6641283631324768,1.1681984663009644,0.000100000005,0.3893859088420868,0.4889015853404999,0.13285678625106812,0.30583900213241577,0.09554778784513474,0.4527134895324707,1.3048954010009766
3,0.5748099088668823,0.3942506015300751,0.5860856175422668,0.44599154591560364,0.693480372428894,0.6894471645355225,1.106528878211975,0.000100000005,0.41382724046707153,0.515938401222229,0.12879368662834167,0.3325938582420349,0.10284985601902008,0.5013197660446167,1.256542444229126
4,0.5978720188140869,0.41586819291114807,0.6145147681236267,0.4813285768032074,0.7095978260040283,0.7127061486244202,1.0553230047225952,0.000100000005,0.4343472719192505,0.5345396399497986,0.12747444212436676,0.37442776560783386,0.10833989083766937,0.5522816777229309,1.2142276763916016
5,0.6179724931716919,0.4380653202533722,0.6375545859336853,0.5111175179481506,0.7215762138366699,0.7326264977455139,1.011650562286377,0.000100000005,0.46430882811546326,0.5658091902732849,0.13161055743694305,0.41577383875846863,0.1120474636554718,0.590818464756012,1.1687369346618652
6,0.6343305110931396,0.45528578758239746,0.6541169285774231,0.5385434031486511,0.7321344614028931,0.7488858699798584,0.9732148051261902,0.000100000005,0.4887501299381256,0.5908337235450745,0.13852418959140778,0.44959285855293274,0.11456385254859924,0.6050988435745239,1.1359548568725586
7,0.6472300291061401,0.467082679271698,0.6648343205451965,0.562737762928009,0.7405357360839844,0.7614726424217224,0.94058758020401,0.000100000005,0.5145239233970642,0.6185455322265625,0.14936527609825134,0.45627179741859436,0.11497138440608978,0.6181923151016235,1.102919101715088
8,0.6617858409881592,0.4862634241580963,0.6773502230644226,0.5855894684791565,0.7503580451011658,0.7744225263595581,0.9100634455680847,0.000100000005,0.5107549428939819,0.6121671199798584,0.14735637605190277,0.465997576713562,0.11435195803642273,0.6323401927947998,1.0902512073516846
9,0.6721377372741699,0.496026873588562,0.6845378875732422,0.6050674319267273,0.7585650086402893,0.7836710214614868,0.883711040019989,0.000100000005,0.5457037091255188,0.6499404907226562,0.1605701446533203,0.4808093309402466,0.11866175383329391,0.6442165970802307,1.040811538696289
