epoch,accuracy,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,loss,lr,val_accuracy,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_loss
0,0.5697766542434692,0.2726324796676636,0.48642697930336,0.4827909767627716,0.752062201499939,0.6726940274238586,1.224029302597046,0.000100000005,0.4257052540779114,0.5262590646743774,0.1760716587305069,0.32201164960861206,0.07588490843772888,0.4903775751590729,1.3278330564498901
1,0.6893886923789978,0.4769420623779297,0.6834214329719543,0.5854969620704651,0.8088220953941345,0.8264204263687134,0.9212242960929871,0.000100000005,0.5646247863769531,0.6812705993652344,0.1966453194618225,0.4007142186164856,0.10296710580587387,0.5967228412628174,1.1514084339141846
2,0.7190719246864319,0.5356890559196472,0.6991864442825317,0.6440576314926147,0.8263271450996399,0.8582056164741516,0.8144130110740662,0.000100000005,0.6148779988288879,0.7276543974876404,0.20539575815200806,0.4505309462547302,0.11194264143705368,0.6697989702224731,1.0624792575836182
3,0.7386110424995422,0.5681729316711426,0.7133138179779053,0.6862002015113831,0.8342226147651672,0.874675989151001,0.7489038705825806,0.000100000005,0.6470476388931274,0.7552459239959717,0.20999105274677277,0.48925673961639404,0.11776336282491684,0.7243314981460571,0.9934868216514587
4,0.7535650134086609,0.588919460773468,0.7264162302017212,0.7166749835014343,0.8399221897125244,0.8880767822265625,0.7020029425621033,0.000100000005,0.6737350821495056,0.7775258421897888,0.2190563976764679,0.5226016640663147,0.11998648941516876,0.7710091471672058,0.9303575754165649
5,0.7658696174621582,0.607658863067627,0.7400968670845032,0.738446831703186,0.8434954881668091,0.8978402018547058,0.6646639108657837,0.000100000005,0.6841284036636353,0.7853715419769287,0.2244599163532257,0.5389078855514526,0.1237659752368927,0.785862386226654,0.8900848627090454
6,0.7762699723243713,0.6208053231239319,0.754531979560852,0.7563850283622742,0.845927894115448,0.9050363898277283,0.6347571611404419,0.000100000005,0.716031551361084,0.8113458156585693,0.2531774342060089,0.5596688985824585,0.13074858486652374,0.8048446178436279,0.8326379060745239
7,0.7861578464508057,0.6373019814491272,0.7653831839561462,0.7721537351608276,0.850210964679718,0.9101799130439758,0.6081548929214478,0.000100000005,0.7127954959869385,0.8076422810554504,0.2515377104282379,0.5687022805213928,0.12991811335086823,0.8112923502922058,0.8244242072105408
8,0.7942005395889282,0.6473374962806702,0.774550199508667,0.7851555943489075,0.8532727956771851,0.9161158204078674,0.5850725173950195,0.000100000005,0.7286709547042847,0.8200859427452087,0.2638639509677887,0.588551938533783,0.1342235654592514,0.8221330046653748,0.7912470102310181
9,0.8026217818260193,0.6594051718711853,0.7876855731010437,0.7979645133018494,0.855510413646698,0.9191066026687622,0.5644173622131348,0.000100000005,0.7460311651229858,0.8335906267166138,0.2847672998905182,0.6056182384490967,0.1390421837568283,0.8200709223747253,0.7602061033248901
